0,1
0,1
62,0
0,0
12,0
0,0
0,0
0,0
0,0
13,0
1,0
0,0
6,1
0,0
0,0
0,0
0,0
0,0
32,0
24,0
0,0
0,0
2,0
42,0
0,0
46,0
0,0
0,0
0,0
0,0
59,0
661,0
0,0
6,0
11,0
34,0
12,0
36,1
2,0
23,0
0,0
0,0
0,0
0,0
16,0
0,0
0,0
0,0
25,0
7,0
0,1
20,0
216,0
12,0
50,0
1,0
0,0
0,0
11,0
0,0
0,0
77,0
700,0
231,0
0,0
84,0
0,0
25,0
311,0
19,0
23,0
0,0
46,0
0,0
0,1
3,0
70,0
0,0
0,0
0,0
0,0
106,0
0,0
4,0
0,0
64,0
36,0
29,0
4,1
0,0
16,0
35,0
60,1
0,0
0,0
0,0
0,0
163,0
0,0
0,0
16,0
20,1
80,1
27,0
0,0
0,0
0,0
16,1
0,0
0,0
9,0
0,0
0,0
2,0
0,0
4,0
0,0
0,0
16,0
0,0
4,0
41,0
0,0
19,0
25,0
3,0
384,0
0,0
21,1
0,0
0,0
0,0
6,0
12,0
2,0
2,0
0,0
9,0
33,0
0,0
0,0
0,0
5,0
0,0
9,0
5,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,0
9,0
0,0
166,0
0,0
76,0
39,0
45,1
32,0
0,0
0,0
98,1
0,0
0,0
3,1
14,0
0,0
56,0
45,0
0,0
58,0
78,0
4,0
0,0
0,0
0,0
0,0
41,0
0,0
0,0
0,0
0,0
0,0
13,1
0,0
3,0
0,0
26,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
189,0
4,0
11,0
0,0
9,0
6,1
0,0
0,0
0,0
34,0
0,0
0,1
0,0
0,0
21,0
0,0
0,0
0,0
18,1
152,0
0,0
195,0
16,0
0,0
0,0
0,0
0,0
0,1
0,0
0,0
3,0
1,0
0,0
0,0
0,0
0,0
7,0
24,0
0,0
3,0
243,0
0,0
0,0
0,1
36,0
11,0
0,0
0,0
0,0
0,1
0,0
26,0
73,0
18,0
3,0
89,0
9,0
0,0
17,0
0,0
5,0
24,0
0,0
0,0
107,0
0,0
7,0
0,0
347,1
4,0
116,0
0,0
145,0
0,0
0,0
37,1
29,0
0,0
0,0
0,0
0,1
6,1
0,0
0,0
0,0
0,0
0,0
19,0
3,0
0,0
12,0
0,0
0,0
0,0
2,0
0,0
0,0
0,0
0,0
0,0
0,0
2,0
1,0
0,0
3,1
78,0
0,1
20,0
7,0
0,0
2,0
5,1
0,0
9,0
0,0
0,1
169,0
11,0
0,0
13,0
47,1
0,0
0,0
0,0
0,0
13,0
0,0
22,0
0,0
21,1
0,0
0,0
0,0
0,0
0,0
0,0
0,1
32,0
0,0
80,0
0,0
12,1
0,0
0,0
0,0
0,0
14,0
6,0
0,0
0,0
0,0
0,0
3,0
0,0
8,0
2,0
1,0
42,0
0,0
0,0
0,1
20,0
2,0
0,0
0,0
388,0
0,0
0,0
0,0
10,0
13,0
0,0
807,0
0,0
0,0
0,0
6,0
33,0
157,1
51,1
0,0
34,0
19,0
0,0
16,0
22,1
0,0
129,0
0,0
0,0
84,0
10,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0
0,0
0,0
0,0
0,0
19,0
0,0
0,0
0,0
113,0
0,0
0,0
0,0
0,0
56,0
28,0
0,0
0,0
12,1
0,0
17,0
66,0
0,0
23,0
4,0
12,0
0,0
10,0
18,1
0,0
173,0
0,1
14,1
10,0
98,0
31,0
1,1
76,0
0,0
0,0
83,0
0,0
0,0
0,0
32,0
0,0
0,0
0,0
0,0
0,0
0,0
11,0
0,0
11,0
0,0
0,0
8,1
0,0
0,0
0,0
4,0
0,0
0,0
0,0
0,0
0,0
0,0
4,0
153,1
11,0
9,0
17,0
0,0
0,1
7,1
13,1
1,1
24,0
0,0
0,0
0,1
0,0
8,0
7,0
0,0
40,0
0,0
0,0
45,0
9,0
0,1
0,0
0,0
0,1
131,1
8,1
385,0
8,0
0,0
0,0
0,0
0,0
0,0
2,1
13,0
16,0
0,0
24,0
4,0
103,0
0,0
2,0
0,0
18,1
4,0
14,0
97,0
0,0
29,0
3,0
37,0
0,0
0,0
43,1
0,0
0,1
0,0
12,0
26,0
0,0
0,1
0,0
4,0
0,0
62,0
0,0
6,0
13,0
0,0
0,0
80,0
0,0
0,0
24,0
62,0
0,0
0,0
0,0
0,0
38,1
109,0
1590,1
4,0
0,0
13,0
0,0
4,1
0,0
0,0
62,1
13,1
109,0
37,0
0,0
14,0
0,0
0,0
43,0
11,0
17,1
0,0
0,0
0,0
0,1
27,0
0,1
0,0
0,0
0,0
0,0
6,0
6,1
0,0
75,0
0,0
0,0
0,0
54,0
4,0
0,0
6,0
0,0
0,0
0,0
0,0
0,0
0,1
1,0
0,0
0,0
0,0
0,0
0,1
0,0
0,0
0,0
1,0
0,0
48,0
19,0
7,0
0,0
0,0
0,0
0,0
38,0
0,0
20,0
21,0
0,0
28,1
49,0
0,0
0,0
0,0
10,0
0,0
0,0
4,0
10,0
0,0
0,0
99,0
0,0
0,0
0,0
1,0
0,0
7,0
0,0
8,0
0,0
0,0
129,0
32,0
0,0
0,0
0,0
0,0
5,1
0,0
0,1
1,0
0,0
8,0
0,0
17,0
0,0
0,0
12,0
4,0
72,1
0,0
0,0
0,1
8,0
0,0
0,0
5,0
0,1
0,0
0,0
0,0
303,0
0,0
0,0
0,0
0,0
3,0
6,0
0,0
0,0
0,0
22,0
13,0
99,0
0,0
0,0
24,0
0,0
24,0
0,0
0,0
0,0
173,1
0,0
0,0
6,0
0,0
16,0
14,0
0,0
0,0
12,0
6,1
0,0
0,0
0,0
0,0
6,0
93,0
0,0
0,0
0,0
0,0
0,0
0,0
16,0
0,0
0,0
0,0
0,0
0,0
31,0
4,0
8,1
0,0
11,0
0,1
1,0
3,0
0,0
0,0
0,0
3,0
28,0
7,1
4,0
56,0
0,0
8,0
445,0
6,0
35,0
447,0
11,1
7,0
115,0
17,0
19,0
0,0
16,0
0,0
0,0
1,0
0,1
4,0
17,0
90,0
0,0
0,0
0,0
0,0
0,0
4,0
28,0
0,0
24,0
11,0
0,0
8,0
1,0
106,0
20,0
30,0
0,0
9,0
1,0
0,0
47,0
2,0
16,1
0,1
0,0
0,0
0,0
0,0
0,0
5,0
14,0
0,0
0,0
16,0
43,0
0,0
0,0
2,0
0,0
0,0
0,1
22,0
0,0
0,0
0,0
18,0
0,0
123,0
0,0
196,0
36,0
3,0
169,0
0,0
0,1
0,0
0,1
4,0
0,0
0,0
90,0
0,1
0,0
20,0
185,1
0,1
0,0
0,0
26,0
0,0
77,0
0,0
0,0
0,0
0,0
15,0
133,0
0,0
0,0
34,0
0,1
0,0
0,0
0,0
0,0
0,0
2,0
0,0
16,0
10,0
68,0
0,0
11,1
0,1
0,0
0,1
18,0
0,1
6,0
0,0
4,0
0,1
49,0
14,0
14,0
0,0
20,0
0,0
0,0
7,0
0,0
0,0
0,0
0,0
7,0
2,0
0,0
76,1
26,0
0,1
0,0
0,0
5,0
6,0
0,0
0,0
0,0
0,0
106,0
0,0
75,0
0,0
0,0
23,0
73,1
108,0
13,0
0,0
0,0
155,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
8,1
5,0
10,0
260,1
0,0
29,0
0,0
0,0
36,0
12,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,0
11,0
0,0
39,0
0,0
0,0
32,0
0,0
16,1
22,0
0,0
0,1
9,0
139,0
0,0
3,0
102,1
158,0
15,0
6,0
16,0
0,0
36,0
9,0
0,0
396,1
55,0
10,0
86,0
12,0
0,0
1,0
27,0
9,1
0,0
0,0
7,0
1,0
0,0
12,0
0,1
1,1
0,0
16,0
19,0
12,1
2,0
0,0
10,0
0,0
38,1
0,0
0,0
0,0
7,0
0,0
0,0
0,0
0,0
2,0
0,0
0,0
0,0
0,0
95,1
0,0
0,0
0,0
127,0
0,0
29,0
48,0
0,0
2,0
35,0
0,0
0,0
1,0
0,0
0,0
0,1
0,0
33,0
82,0
0,0
0,0
100,0
3,0
0,0
0,0
25,0
122,0
